TOTALCRIME,C_MONTH,H_YEAR,WARD
74,January,2014,10
69,January,2014,11
56,January,2014,12
50,January,2014,13
71,January,2014,14
109,January,2014,15
150,January,2014,16
156,January,2014,17
74,January,2014,18
36,January,2014,19
142,January,2014,20
160,January,2014,21
39,January,2014,22
49,January,2014,23
187,January,2014,24
65,January,2014,25
60,January,2014,26
193,January,2014,27
225,January,2014,28
85,January,2014,29
57,January,2014,30
70,January,2014,31
86,January,2014,32
42,January,2014,33
102,January,2014,34
56,January,2014,35
50,January,2014,36
126,January,2014,37
55,January,2014,38
41,January,2014,39
42,January,2014,40
62,January,2014,41
212,January,2014,42
88,January,2014,43
67,January,2014,44
59,January,2014,45
60,January,2014,46
54,January,2014,47
36,January,2014,48
60,January,2014,49
57,January,2014,50
